Station5_mp_85,Station5_mp_94,Station5_mp_95,Station5_mp_90,Station5_mp_91,Station5_mp_97,Station5_mp_93,Station5_mp_92
221.15914908449182,0.00047498852272606293,5736.313895257107,11318.09,5642.384,0.004945313,390.9421,0.005427734
252.91126722328855,0.000743597246896011,5650.40058196137,11296.94,5653.92,0.004777344,407.6052,0.005289063
227.3180518418984,0.001869501823201965,5496.601950869386,11186.71,5676.351,0.0046875,406.9643,0.005263672
234.225991165748,0.000596182137475838,5491.095981276439,11239.91,5782.739,0.004857422,378.7652,0.005371094
224.21790069010865,0.0004715766614668083,6046.796388031202,11362.32,5429.609,0.004960938,373.6381,0.005455079
249.71237128154442,0.00037792045696254936,5188.450791053415,11118.78,5935.911,0.004900391,389.6603,0.005357422
230.2346484151029,0.0006069767013798507,4858.020719015231,11048.28,6187.14,0.004734375,384.5332,0.005222656
253.18936692823598,0.0008214591493141282,5305.529342846195,11169.41,5822.474,0.004695313,376.8426,0.005160157
227.91179639495448,0.00039885756667181306,5972.713789284901,11352.7,5356.548,0.004962891,374.279,0.005466797
226.772698005935,0.0005447577392831331,5200.3284710059725,11145.05,5935.911,0.004916016,371.7154,0.005369141
251.61552941016922,0.0005456057632491388,5779.482878852145,11325.79,5589.19,0.004898438,396.7101,0.005449219
238.90405136989534,0.000748067987555379,4300.14070499029,10864.99,6600.513,0.004623047,370.4337,0.005140625
245.0516665434696,0.000607846240173277,4976.801822049292,11068.15,6099.337,0.004884766,383.8923,0.005351563
237.99901011526111,0.0005382201744600632,5859.727554197268,11323.86,5373.852,0.004945313,389.0194,0.005554688
240.68563837390766,0.0005651970454058208,5077.231396715365,11230.93,6084.597,0.004855469,378.1243,0.005351563
218.10150238307995,0.0006610591564168074,5427.373656960552,11184.79,5758.385,0.004824219,385.1741,0.005289063
229.93742389437858,0.0006379763205166516,5018.781815845966,10979.06,5948.729,0.004857422,385.1741,0.005330078
249.23152263991483,0.0006154737772777969,5484.749737279064,11284.13,5814.142,0.004884766,392.8648,0.005361328
243.9205242728391,0.0005233316272027375,5172.638354392596,11184.15,6030.122,0.004900391,380.047,0.005400391
222.98802198200758,0.0006485174113179795,5427.7211854996185,11112.37,5744.285,0.004826172,381.3288,0.005300782
229.35625685833705,0.0004824050095137501,5671.905021633693,11273.23,5632.13,0.004902344,390.3012,0.005466797
240.84967985644056,0.0005960827383330807,5598.454255165329,11120.7,5520.615,0.004900391,380.047,0.005357422
251.15357758790532,0.0008862336362869278,5337.500925128969,11261.7,5932.065,0.004708984,397.351,0.005216797
241.9188004904544,0.0005330187833920029,5731.45695802544,11325.14,5612.262,0.004873047,392.8648,0.00534961
221.33249440480964,0.0005689624027713746,6084.116398404225,11362.32,5254.005,0.00491211,379.4061,0.00546875
238.55439956606384,0.0018967805449796903,4864.659887313896,11034.82,6157.018,0.004625,376.8426,0.005167969
218.03973748316454,0.0006230407029158735,5257.9009755376455,11024.57,5728.263,0.004796875,366.5883,0.005308594
235.6384939230783,0.0006961830102136075,4928.237610012068,11073.92,6142.277,0.004617188,405.6825,0.005115235
249.18357648176573,0.000542626616541832,5057.918170989075,11028.41,6008.972,0.004914063,389.0194,0.005451172
240.93678273148396,0.0005172386512091291,5741.196445917835,11202.09,5402.691,0.004945313,394.1465,0.0054375
237.9100098149862,0.0006820718796189975,5634.637977079736,11279.0,5672.506,0.004871094,391.583,0.00541211
250.43580888346594,0.0005371965198103804,5113.534833925164,11180.94,6116.642,0.004929688,373.6381,0.005390625
246.3987288009898,0.0006055674533167203,4883.666624302234,11075.84,6153.813,0.004824219,398.6328,0.005298828
223.35339615867,0.0005091369686300867,5294.802681056549,11159.79,5853.877,0.004914063,367.8701,0.005425781
236.07125944364327,0.0005684011196902912,4880.592185523738,11029.69,6176.885,0.004839844,383.2514,0.005330078
257.1903056052569,0.0006784250236030093,5295.327855930412,11211.71,5902.584,0.004810547,387.7377,0.005341797
235.45987866417684,0.0017625635009163756,5434.68289458248,11045.08,5593.677,0.004716797,374.279,0.005195313
226.33065306292832,0.0006141967630267444,5190.666246031657,11128.39,5966.033,0.004839844,392.2239,0.005332031
245.1685682100489,0.00048166812233595016,5216.790395496344,11164.92,5969.878,0.004900391,391.583,0.005373047
232.30807065942466,0.0005719715898939945,5384.4102076630425,11130.96,5735.954,0.00484375,356.3341,0.005357422
247.64216838944853,0.0004981052617467106,5459.878562737205,11094.42,5568.682,0.004896485,401.1963,0.005330078
219.6270503700319,0.0005900883845416337,4835.770003884217,11041.87,6203.803,0.004871094,405.0416,0.005328125
237.5949634016693,0.0006384589285558888,5123.098068124677,11110.45,5950.652,0.004828125,372.3563,0.005333985
239.34390948277095,0.0005144672559922723,5299.786472050699,11209.78,5885.281,0.00497461,369.7928,0.0054375
247.58709172977473,0.0006125204359191576,5378.065481766685,11262.98,5891.049,0.004927734,412.7323,0.005421875
245.53772539258577,0.00048667566928420195,4901.714110665119,11000.21,6117.282,0.004855469,389.6603,0.005328125
221.78811988282877,0.0005344173815840067,5762.9800159894685,11320.66,5544.328,0.004955078,376.8426,0.005431641
247.6599943228859,0.00047002824385378037,5241.165421525639,11162.36,5925.016,0.004945313,395.4283,0.005425781
246.74988960291302,0.0006247529005976178,5106.937632221302,11179.66,6070.498,0.00484375,397.9919,0.005300782
252.65363060139003,0.00044769762945624336,5449.39251059687,11221.32,5760.948,0.00494336,393.5057,0.005457032
252.88731394590076,0.000514758184456566,4960.557844015399,11083.53,6139.714,0.004929688,397.351,0.005453125
236.64572966968288,0.0006095068034301233,4853.308896637335,10931.64,6103.824,0.004691407,376.8426,0.005173828
222.6838150915251,0.0006139398897632211,5582.873161433803,11223.88,5660.329,0.004882812,378.1243,0.005384766
241.95016213782142,0.0005099581915831465,5971.298243348221,11362.96,5395.001,0.004929688,394.1465,0.005441406
246.81126651917864,0.0005955524094129459,4898.961525897896,11043.79,6131.382,0.004859375,376.8426,0.005328125
248.06629647214007,0.0005043389291862939,5119.802524570261,11154.67,6041.017,0.004884766,391.583,0.005365235
242.99562939189192,0.0006174715816966885,5200.880116653378,11118.78,5915.402,0.004839844,388.3785,0.005392578
230.24043359045993,0.0008016394402638343,5579.953217788072,11158.51,5541.764,0.004681641,405.0416,0.00522461
253.153278309499,0.000542486273878738,5471.657463754038,11145.05,5612.903,0.004927734,399.9145,0.005369141
218.3391215813853,0.0006336900356769249,5553.57045729847,11202.09,5633.412,0.004826172,378.1243,0.005304688
236.62512247933918,0.001721077848395521,4973.69537665127,11161.72,6171.117,0.004689453,386.4559,0.00521875
223.97320880083427,0.0006627768916787446,5138.508222107458,11108.52,5949.37,0.00484375,387.7377,0.005369141
243.34806516241844,0.0005817396632160096,5475.491999793553,11193.12,5750.694,0.004869141,383.2514,0.005392578
249.83223653261678,0.0008532153917211691,4889.946231264135,11125.19,6239.692,0.004636719,414.655,0.005185547
255.44630897109474,0.0005255618500781171,4566.520013725944,11041.87,6330.699,0.004875,396.0692,0.005404297
220.93777219658682,0.0006386650980201142,5044.258071189082,11146.34,6080.752,0.004857422,384.5332,0.005394531
221.19946681478498,0.0006055041217253709,4652.810177659217,11004.06,6385.174,0.004708984,389.0194,0.005208984
245.814999475563,0.00058515276957204,5668.359711835173,11256.57,5591.754,0.004853516,378.7652,0.005382813
235.40820834870235,0.0006921013621815743,5250.553119655134,11180.3,5961.546,0.004824219,378.1243,0.005332031
252.81007309581642,0.0006207155111288189,5369.485988887005,11238.62,5891.049,0.004871094,394.1465,0.005363281
241.5968710006233,0.000712444924122991,5219.55034799923,11202.09,5991.027,0.004794922,380.047,0.005292969
222.1795209084493,0.0018918463828506789,4999.576182340112,11004.06,5985.9,0.004669922,372.3563,0.005152344
228.24662227429036,0.0006123723457988126,5678.3563461662,11180.94,5618.671,0.00488086,384.5332,0.005359375
220.5840746824928,0.0004464263876374885,5153.550722515213,11074.56,5899.38,0.00497461,380.047,0.005464844
214.52872510062673,0.0019041237810073566,5968.206773811485,11280.92,5306.558,0.004486328,340.3119,0.005125
242.20704589751801,0.0006953553293404037,5346.519087424117,11245.03,5941.038,0.004841797,396.0692,0.005345704
226.5845212410163,0.0006911301476774604,5536.835419709013,11262.98,5729.544,0.004841797,365.3065,0.005316406
224.33706773715195,0.0017824977242557843,4831.453713585734,11036.1,6207.007,0.004654297,374.279,0.00519336
235.69042442678216,0.001913542304207959,4967.573340137103,11080.96,6141.636,0.00459375,390.3012,0.005109375
218.24322232481134,0.001804431416982967,5079.185829619808,11151.46,6019.867,0.004669922,370.4337,0.005183594
258.8562394915419,0.0005547009026714525,5140.392485290487,11139.29,6016.022,0.00490625,382.6105,0.005419922
234.8159380266459,0.001835947750641611,5753.088688456726,11166.2,5400.769,0.004699219,409.5279,0.005167969
236.0461432416902,0.0004825430198603608,5315.049059783491,11154.03,5925.657,0.004947266,358.8976,0.0054375
221.8031573232114,0.0005028602487832742,5067.091435938645,11181.58,6092.288,0.004931641,379.4061,0.005410157
230.61945284347098,0.0006544588225865363,5534.208585595654,11324.5,5746.849,0.004841797,374.9199,0.005384766
226.13532193251172,0.0007690110541710899,6076.245081441766,11436.66,5361.034,0.004796875,371.0746,0.005314454
257.8350772361927,0.0009351510653033572,5639.951245695848,11208.5,5527.024,0.004705078,396.0692,0.005232422
216.20701762798257,0.0005542401740399878,5086.296679591265,11104.04,6070.498,0.004916016,378.7652,0.005400391
217.21445740651416,0.0005155548695027067,4539.210503900447,10961.76,6426.832,0.004873047,363.3839,0.005326172
230.3840849992716,0.0005310704343781817,5764.362976735106,11302.71,5531.51,0.004898438,394.7874,0.005404297
224.97374353375926,0.0006885987312265635,5965.035982709438,11311.69,5300.791,0.004853516,378.1243,0.005351563
248.70120353203075,0.0008503733063980451,5077.260292047603,11115.57,6008.972,0.004671875,376.8426,0.005136719
222.09599586808744,0.0017450915854885368,5744.441617275496,11187.35,5521.256,0.004746094,372.9972,0.005257813
250.09982428411988,0.0006072224670693899,5567.957714320963,11227.09,5669.301,0.004841797,381.9697,0.005347657
234.5704589704215,0.001882544119142279,5849.572637324839,11356.55,5503.952,0.004667969,388.3785,0.005154297
243.38856747034347,0.0005832333014514096,4987.095937744645,11048.28,6073.061,0.004839844,411.4505,0.005328125
223.77725090429732,0.0006132269559726848,4430.779898405437,10984.19,6518.479,0.004707031,375.5608,0.00513086
258.14628917922636,0.0005835212678211522,5266.730805168079,11214.27,5908.353,0.004837891,387.0968,0.005320313
230.67960802758802,0.0006230404262675895,5359.172738421354,11221.32,5893.612,0.004884766,385.1741,0.005447266
250.42035366164657,0.0004869077066077716,5510.7722130606135,11153.39,5699.423,0.004931641,379.4061,0.005417969
240.05830199504152,0.0004566138552916945,5170.3404117655355,11152.1,6019.867,0.004898438,385.1741,0.005402344
221.34137093582734,0.0018666990582757875,5772.685571865779,11222.6,5499.466,0.004685547,382.6105,0.005246094
223.82480689026764,0.0004956742945935742,4961.509011944032,10934.2,5986.542,0.004929688,357.6159,0.005419922
232.73771827111162,0.0008555204582249789,4751.423769698225,10989.96,6278.146,0.004640625,403.7599,0.00515625
224.00437614204657,0.0008055070453302911,5070.856428833162,11077.76,6043.58,0.004667969,392.8648,0.005214844
253.17532640324742,0.0006189609621750922,5297.826783602256,11221.96,5941.038,0.004810547,376.2017,0.005291016
237.2577714043872,0.0005966647113172886,5009.179734513647,11080.32,6076.266,0.004853516,385.815,0.005292969
216.65895113029902,0.0018434932287540004,5608.270698514097,11220.68,5625.08,0.00453711,365.9474,0.005033203
242.1171056595158,0.0005291095424229294,4705.939770781284,11096.99,6355.693,0.004873047,394.7874,0.005361328
232.42820492167837,0.0004668105227367623,5412.590763768468,11184.79,5775.688,0.004960938,377.4834,0.00546875
241.1519362049398,0.0007675761569180005,4238.089238809236,10827.81,6679.982,0.004650391,372.9972,0.005111328
254.3153382722641,0.0020450893566665066,5377.120572068906,11186.71,5801.965,0.004445313,390.9421,0.005048828
250.16024491429746,0.0017076462765811917,5839.917562103159,11289.9,5323.862,0.004728516,390.3012,0.005242188
241.86129086162163,0.0006812874410857061,5049.001657126252,11214.91,6135.868,0.004841797,392.2239,0.005316406
228.20643188833077,0.00048277170316538324,5487.643694218486,11310.4,5846.828,0.00497461,379.4061,0.005460938
249.42705998683772,0.0005341281008059459,5335.7168685065,11155.95,5814.783,0.004900391,380.6879,0.005361328
224.46771567470546,0.0006188925625262761,5539.014428439094,11247.6,5726.34,0.004896485,392.2239,0.005427734
223.40348156553296,0.0004983913539641602,4634.693770620745,10875.88,6153.172,0.004916016,379.4061,0.005373047
246.38838357968777,0.0018261020829626149,5108.799353522032,11198.89,6071.138,0.004642578,397.9919,0.005205079
225.70541600154738,0.0006535423102277902,4722.372159541729,10895.11,6241.615,0.004675781,377.4834,0.005109375
237.876535820722,0.0017881301880416252,5982.618030175989,11329.63,5317.454,0.0046875,368.511,0.005277344
248.97436834414242,0.0005219468260125294,5301.993629911624,11166.84,5859.004,0.004826172,400.5554,0.005345704
237.7188699433387,0.0005171540144133506,5459.020638969487,11314.25,5837.855,0.004916016,393.5057,0.005457032
236.17696023553117,0.0005621474026156278,5231.088720057491,11130.31,5905.79,0.004957031,389.0194,0.005439453
235.23989460891437,0.0005828205273554861,5755.408574197557,11191.2,5407.819,0.004869141,381.3288,0.005435547
213.64475006908603,0.0007020979458593594,4570.516331986506,10964.96,6550.523,0.004751953,385.1741,0.00528125
232.46173738742655,0.0004885325579909613,4638.680526274433,10966.89,6242.256,0.004873047,371.0746,0.005361328
246.55499274758043,0.0007212573983691553,5597.502966298339,11248.24,5663.533,0.004826172,391.583,0.005320313
231.5427054608476,0.001981177529511197,4710.935918083463,11096.99,6325.571,0.00444336,371.0746,0.005080078
248.1288188270391,0.0018609976169418536,4775.651701129599,11012.39,6287.759,0.004658204,383.2514,0.005154297
228.65658773863836,0.0006653516986747967,5445.888630036401,11247.6,5710.318,0.004841797,383.8923,0.005296875
235.16844320828403,0.0007114295589734194,4795.530125408575,11039.95,6319.163,0.004794922,403.7599,0.005240235
245.6758156220541,0.0005461565867629751,5296.104456529981,11158.51,5877.59,0.004873047,390.3012,0.005376953
241.6132536713955,0.0005995313783256245,5317.934965229494,11119.42,5796.197,0.004830078,385.1741,0.005351563
247.17215857694057,0.0006627544040106091,5622.462410887028,11325.14,5701.987,0.004822266,403.7599,0.005376953
228.05890966095606,0.0005490838636595161,5273.574326511962,11243.75,5930.143,0.004898438,388.3785,0.005390625
234.9033224380044,0.0006048809102339444,5881.346688374749,11210.42,5380.26,0.004855469,385.1741,0.005328125
232.30078627413062,0.0008130757754428997,5439.286390404742,11160.44,5725.699,0.004740234,371.7154,0.005210938
251.3329738698322,0.0005763042966805852,5406.534866874928,11229.01,5760.307,0.004900391,379.4061,0.005423828
235.5425413338836,0.0007279301354235542,5257.155995549339,11233.5,5950.652,0.004841797,396.7101,0.005333985
223.7478686039535,0.00043882401532752157,4913.213795786302,11062.38,6077.547,0.004855469,352.4888,0.005363281
248.66385364944048,0.0005921706408741842,5464.806902946978,11210.42,5708.396,0.004882812,394.1465,0.005351563
224.71741073621044,0.0018551152926987538,5684.6704577052915,11296.94,5633.412,0.004697266,399.9145,0.005199219
245.301820785228,0.0006950302993512653,4998.582021009248,11002.14,6009.613,0.00475,382.6105,0.005240235
231.33107719699774,0.0006046496250526653,4889.944242410708,10993.8,6139.073,0.004681641,365.3065,0.005126954
252.8533964683792,0.0005986074772764601,5732.173099215909,11215.55,5522.538,0.004925781,385.815,0.00541211
239.80940763028528,0.0005656717021049899,5212.496035661633,11140.57,5927.58,0.004798828,389.6603,0.005273438
230.40161690931623,0.0019804806261768696,5341.909448517699,11061.1,5696.859,0.004472657,370.4337,0.005085938
246.539988630447,0.0017752048122959263,5234.727458851224,11132.88,5912.198,0.004658204,383.8923,0.005132813
226.37154366492018,0.00195879648976588,5319.269720626987,11120.7,5807.733,0.004476563,364.6656,0.005085938
246.63494670566567,0.0006564220491340637,5453.955588447543,11174.54,5699.423,0.004826172,394.1465,0.005333985
234.4705909086328,0.0005038968238318119,5187.691637811817,11191.2,5966.674,0.004900391,372.3563,0.005388672
221.82225261646448,0.0005486226027580386,5450.36102687314,11127.11,5591.113,0.004900391,375.5608,0.005390625
216.08906097547512,0.0004540953922688166,5429.486505561687,11225.17,5841.701,0.004945313,377.4834,0.005486328
232.03785476778222,0.0007057962315758935,5888.3223085864265,11267.46,5471.908,0.004828125,414.655,0.005363281
245.9100364746908,0.0007141107876268998,5559.369363659939,11302.07,5712.241,0.004871094,385.1741,0.005376953
246.0227018563344,0.0005693686255543686,5864.54458383466,11330.27,5418.714,0.004841797,365.9474,0.005322266
237.79756712207413,0.0019399848202394912,5270.117818623696,11077.12,5760.948,0.004501953,390.9421,0.005080078
244.8357223527084,0.0007129971293277248,5166.422499600348,11159.79,5962.187,0.0048125,392.8648,0.005306641
241.60548593115436,0.0018333425785230116,4739.302881010768,11023.29,6324.29,0.004689453,387.7377,0.005181641
237.78994465664834,0.00047250976673479,4837.528041327315,11044.43,6193.548,0.004783203,371.7154,0.005310547
247.0311538625868,0.0006381355193256491,5324.404392477796,11230.29,5929.502,0.004810547,373.6381,0.005269532
238.3604631453791,0.0005947347985200931,6305.329430409969,11557.79,5252.083,0.004875,371.7154,0.005511719
246.4209657649456,0.0019053512833144529,4929.93837128068,11050.2,6140.354,0.004640625,387.7377,0.005136719
245.0175008655632,0.000643669176737013,5998.207128155284,11338.6,5421.918,0.004826172,395.4283,0.005367188
234.56913795512736,0.0004057259672998831,4025.600275802256,10829.74,6661.397,0.004902344,369.1519,0.005373047
228.21572961358456,0.0004612628806688764,5321.8281718973885,11233.5,5891.049,0.004945313,385.815,0.005451172
247.84096525412454,0.0007876581756134333,6045.726531947282,11420.0,5361.675,0.004828125,411.4505,0.005308594
245.81193780738286,0.0019614705992476848,5700.601869911688,11310.4,5587.908,0.004490234,383.2514,0.00497461
228.8036848408003,0.0007047858240540055,5414.992646348597,11270.03,5846.187,0.004796875,396.0692,0.005292969
225.00021385475424,0.0007285070380548156,5038.165062519027,11003.42,5913.48,0.004871094,379.4061,0.005347657
235.84475533591498,0.001789929335963941,5024.793517853253,11178.38,6131.382,0.004669922,390.9421,0.005150391
221.23769192446275,0.0005642575502921308,5047.60852312434,11094.42,6043.58,0.004841797,367.2292,0.005314454
226.47283359266478,0.0006079229772127258,5238.654268917479,11170.69,5918.607,0.004857422,397.9919,0.005375
226.52027052953335,0.0005448265689507667,5708.1841735908665,11232.21,5532.151,0.004857422,389.0194,0.005367188
221.1748856583232,0.0004658942986951789,5534.682796511312,11219.4,5696.859,0.00497461,385.815,0.00540625
241.0362627234568,0.0005891652161415493,4904.993047212387,10938.69,6048.066,0.004882812,385.1741,0.005441406
256.62743361494074,0.00043706826421740174,5025.47982614455,11131.6,6092.288,0.00497461,385.1741,0.005455079
218.34363831444088,0.0006155521897399461,5728.135106204201,11170.05,5400.769,0.004808594,381.9697,0.005294922
256.6756288832453,0.0006946848804888305,5182.622078629212,11172.61,5992.95,0.004835938,390.3012,0.005341797
235.6007831364475,0.0006729988765706502,5070.6732216935925,11067.51,5998.718,0.004794922,380.6879,0.00525586
219.89843133626383,0.0004007505552025707,5264.382194361434,11209.14,5940.397,0.00494336,372.9972,0.005417969
233.09856940314646,0.0006067587716087562,5260.801988562346,11249.52,5961.546,0.004917969,367.8701,0.005449219
244.36027073858295,0.0004838705392925488,5636.296601756546,11187.99,5525.101,0.004960938,394.1465,0.005494141
228.61919805511454,0.0005405302472337318,5858.1516827362875,11198.25,5336.039,0.004990235,367.2292,0.005425781
221.10194901923327,0.0005722345821254829,5464.221059779512,11163.0,5719.932,0.004857422,380.047,0.005361328
245.02684258278865,0.0005880088394865246,4605.6455716632745,11019.44,6398.632,0.004859375,367.8701,0.005292969
229.50797031903724,0.000564959580817233,5865.23910298974,11161.72,5365.52,0.004869141,368.511,0.005326172
214.8048141146387,0.0008640317245271363,5342.989248935367,11107.88,5739.158,0.004650391,369.7928,0.005125
242.3674928239803,0.0006261301062804084,4990.946325314117,11177.74,6160.863,0.004767579,358.8976,0.005277344
248.80695382960903,0.000696286665389571,6150.65287718824,11512.28,5293.741,0.004810547,383.2514,0.005390625
234.13869639246494,0.0006636380040523845,5509.97638511157,11200.81,5694.937,0.004853516,374.279,0.005300782
228.04634531978022,0.0005278377781189974,5572.829735088971,11284.13,5732.108,0.004916016,367.8701,0.005410157
233.94565123957662,0.0007156455669037172,4786.421001407656,10921.38,6141.636,0.004794922,389.6603,0.005314454
239.60590767667162,0.00042291242028522574,5409.643245388011,11191.2,5846.187,0.004945313,373.6381,0.005417969
225.81187710736612,0.0005348948734652927,5931.10759204296,11403.33,5446.272,0.004929688,391.583,0.005583985
248.98140845204296,0.0019455779256029057,5353.206162391578,11198.89,5878.872,0.00447461,394.1465,0.005044922
245.80914159442017,0.0007060821186682382,5471.6673428562635,11237.34,5763.512,0.004808594,384.5332,0.005335938
246.10130807980036,0.0006518359776157312,4616.34213366291,10989.32,6355.052,0.004792969,397.9919,0.005316406
247.05971038075634,0.000722529993480217,5508.016485720214,11082.25,5560.991,0.004798828,385.1741,0.005285156
237.79514711062808,0.000613838964782463,4810.099751446664,11055.97,6232.643,0.00469336,403.119,0.005240235
237.16636346388213,0.0006388195226546021,5951.332931268679,11276.44,5324.503,0.004845703,382.6105,0.00534961
235.8194306601431,0.0003705651618443011,5570.849766262737,11192.48,5662.251,0.004914063,425.5501,0.005439453
238.71338496306134,0.0005644349140920136,5381.285769796177,11250.8,5864.131,0.004857422,377.4834,0.005365235
236.11895568124265,0.0008086686458478522,5737.485807247755,11278.36,5531.51,0.0046875,389.6603,0.005232422
243.13062817284978,0.001822250246196869,5350.688405594503,11169.41,5801.965,0.004660157,378.7652,0.005166016
256.4361614374438,0.0007310432701163,5972.163395958476,11394.36,5386.028,0.00484375,385.1741,0.00538086
251.21210964822595,0.0005835931522904132,5459.674014795337,11209.14,5748.771,0.004886719,398.6328,0.005382813
250.32587905623,0.0006219444673077967,5328.721853941634,11248.88,5912.198,0.004898438,381.9697,0.005425781
237.59466312317358,0.0006780511953781831,4934.7042671374475,11119.42,6173.681,0.004792969,364.0247,0.005287109
240.21145461170056,0.0019663002086845447,5974.164144718506,11335.4,5334.117,0.004492188,396.7101,0.005136719
245.4903499205503,0.0007058932730033101,5162.726622619805,11184.15,6000.0,0.004814453,389.0194,0.005367188
245.64030502629603,0.0005593195422241863,5699.804450123226,11337.96,5643.025,0.00494336,367.2292,0.005492188
249.1259271989099,0.0005993369060708512,4829.714792411213,11093.78,6251.229,0.004826172,367.2292,0.0053125
228.6852779278361,0.0005974872550148487,4962.224810931812,11184.79,6133.945,0.0048125,370.4337,0.005361328
236.25333483814188,0.0005700939148065015,5201.094541191661,11205.94,5985.26,0.004857422,380.047,0.005361328
222.23236180238345,0.000586791802804795,5101.928336827882,10976.5,5879.513,0.004902344,380.047,0.005402344
241.6031363474012,0.0007899972101629858,5089.817015447216,11166.84,6035.89,0.004650391,388.3785,0.005214844
249.2973513320144,0.0005850202846326049,4439.800349495666,10945.74,6271.737,0.004753906,388.3785,0.005298828
240.89930338061245,0.0006388060285330183,4823.584709477694,11038.67,6210.852,0.004646485,382.6105,0.005136719
234.43493961218604,0.0007148905691730729,5093.714160857561,11179.66,6041.657,0.00478125,374.279,0.005259766
223.94034763049885,0.0007866520195995802,5540.625663995623,11186.07,5667.378,0.004740234,372.9972,0.005300782
247.16923203931037,0.0007046406917713592,5390.072070277399,11193.12,5814.142,0.004810547,392.2239,0.005283203
241.59460892362577,0.0004913566999115019,5417.219572255757,11284.13,5870.54,0.004947266,381.9697,0.005480469
252.20066221161437,0.0007005011244339716,4842.8406887080955,11107.24,6253.151,0.004796875,365.3065,0.005244141
218.9983039277022,0.0004155976349205713,5471.645433782011,11142.49,5674.428,0.004900391,364.0247,0.005390625
226.41057758081362,0.0006804886689996065,5587.61640689756,11142.49,5552.019,0.004871094,381.9697,0.005351563
237.139499785904,0.0006813654732208498,5690.253974670928,11194.4,5618.671,0.004767579,381.9697,0.005306641
242.55405392195652,0.0008534987516755597,4911.541113856401,11033.54,6112.796,0.004673828,387.0968,0.005152344
230.63782534272968,0.0008733641605935762,5862.328666172098,11325.79,5518.692,0.00472461,379.4061,0.005216797
246.25578911944496,0.0006825075483447543,4968.128725403266,11081.61,6114.078,0.004826172,406.3234,0.0053125
252.44004304831148,0.0020206230532414876,5429.982735537094,11238.62,5839.777,0.004445313,372.3563,0.004931641
249.42725457627796,0.0006770519058844056,4751.705649514567,11036.74,6222.388,0.004771485,383.2514,0.005285156
217.96958874392408,0.0019274981459668438,5653.224701054505,11228.37,5591.754,0.004490234,366.5883,0.005085938
243.0596947342127,0.0004168727406778902,5103.180947108057,11138.65,6028.199,0.004931641,383.2514,0.005421875
246.90336596947833,0.0007103572463063135,5457.183430402641,11246.32,5802.606,0.004765625,398.6328,0.005318359
